cluster_id,catalog,ra_deg,dec_deg,z,M500c_Msun,M500c_method,R500c_Mpc
J0421.0-4629,MCXC-I,65.26458333333332,-46.49277777777778,0.131,7.635e+13,X-ray_Lx_scaling,0.6183
J0422.4-5009,MCXC-I,65.61999999999999,-50.150277777777774,0.0901,5.2770002e+13,X-ray_Lx_scaling,0.5542
J0425.8-0833,MCXC-I,66.46416666666667,-8.559166666666668,0.0397,2.0861002e+14,X-ray_Lx_scaling,0.8905
J0426.1+1655,MCXC-I,66.53083333333333,16.92,0.38,2.9084002e+14,X-ray_Lx_scaling,0.882
J0428.7-3805,MCXC-I,67.17666666666666,-38.09638888888889,0.154,6.789e+13,X-ray_Lx_scaling,0.5899
J0429.1-5350,MCXC-I,67.2825,-53.847500000000004,0.04,6.376e+13,X-ray_Lx_scaling,0.5998
J0429.5-0253,MCXC-I,67.39999999999999,-2.885,0.399,6.0882e+14,X-ray_Lx_scaling,1.12
J0431.4-6126,MCXC-I,67.85041666666666,-61.443888888888885,0.0589,4.5578998e+14,X-ray_Lx_scaling,1.1485
J0433.6-1315,MCXC-I,68.40999999999998,-13.259166666666667,0.0326,2.9118e+14,X-ray_Lx_scaling,0.9974
J0434.2-0831,MCXC-I,68.56541666666665,-8.52138888888889,0.24,6.0909997e+13,X-ray_Lx_scaling,0.5519
J0436.7+1003,MCXC-I,69.17958333333331,10.060555555555556,0.159,2.9567e+14,X-ray_Lx_scaling,0.9617
J0437.1-2027,MCXC-I,69.28,-20.45722222222222,0.155,2.7551999e+14,X-ray_Lx_scaling,0.9406
J0437.1+0043,MCXC-I,69.29208333333334,0.7272222222222222,0.2842,5.9496e+14,X-ray_Lx_scaling,1.1608
J0438.9-2206,MCXC-I,69.72791666666664,-22.113611111111112,0.067,1.5091e+14,X-ray_Lx_scaling,0.7925
J0439.0+0715,MCXC-I,69.75291666666666,7.2625,0.245,5.6202003e+14,X-ray_Lx_scaling,1.1555
J0439.0+0520,MCXC-I,69.75999999999999,5.3438888888888885,0.208,4.6097e+14,X-ray_Lx_scaling,1.0961
J0443.1+0210,MCXC-I,70.79124999999999,2.1719444444444442,0.19,2.8016e+14,X-ray_Lx_scaling,0.9344
J0445.1-1551,MCXC-I,71.29166666666667,-15.850277777777777,0.036,8.642e+13,X-ray_Lx_scaling,0.6646
J0446.6-0421,MCXC-I,71.65833333333332,-4.350555555555555,0.177,1.7279e+14,X-ray_Lx_scaling,0.799
J0448.0+1037,MCXC-I,72.00166666666665,10.618333333333334,0.094,1.2183e+14,X-ray_Lx_scaling,0.7315
J0448.2-2028,MCXC-I,72.05083333333332,-20.46972222222222,0.072,1.9513001e+14,X-ray_Lx_scaling,0.862
J0448.2+0953,MCXC-I,72.05416666666665,9.889999999999999,0.154,2.9287e+14,X-ray_Lx_scaling,0.9603
J0449.9-4440,MCXC-I,72.47999999999999,-44.67805555555555,0.1501,3.2382e+14,X-ray_Lx_scaling,0.9944
J0450.0+4501,MCXC-I,72.51458333333332,45.024166666666666,0.022,1.8897e+14,X-ray_Lx_scaling,0.8664
J0451.5-5557,MCXC-I,72.89916666666666,-55.95388888888889,0.094,8.073e+13,X-ray_Lx_scaling,0.6377
J0451.9+0006,MCXC-I,72.97666666666666,0.10527777777777779,0.43,4.1001e+14,X-ray_Lx_scaling,0.97
J0454.1-1014,MCXC-I,73.53791666666666,-10.23861111111111,0.2475,5.8186996e+14,X-ray_Lx_scaling,1.1679
J0454.1+0255,MCXC-I,73.54583333333332,2.9180555555555556,0.203,6.4364e+14,X-ray_Lx_scaling,1.2273
J0454.1-0300,MCXC-I,73.54625,-3.015,0.5377,7.1338e+14,X-ray_Lx_scaling,1.1183
J0454.3-0239,MCXC-I,73.58208333333333,-2.6638888888888888,0.26,1.5539e+14,X-ray_Lx_scaling,0.7487
J0454.8-1806,MCXC-I,73.70958333333333,-18.109166666666667,0.0335,6.194e+13,X-ray_Lx_scaling,0.5952
J0458.9-0029,MCXC-I,74.72958333333334,-0.4891666666666667,0.015,1.14e+13,X-ray_Lx_scaling,0.3405
J0459.1+0846,MCXC-I,74.77583333333332,8.780277777777778,0.1034,1.7985e+14,X-ray_Lx_scaling,0.8303
J0500.7-3840,MCXC-I,75.19375,-38.67805555555555,0.0536,1.2705e+14,X-ray_Lx_scaling,0.7515
J0501.3-0332,MCXC-I,75.33083333333332,-3.5425,0.0913,1.6461999e+14,X-ray_Lx_scaling,0.8094
J0501.6+0110,MCXC-I,75.41291666666665,1.175,0.1248,2.5179e+14,X-ray_Lx_scaling,0.9223
J0503.1+0607,MCXC-I,75.77999999999999,6.127222222222222,0.088,1.8817e+14,X-ray_Lx_scaling,0.8472
J0505.3-2849,MCXC-I,76.33291666666666,-28.818055555555556,0.509,1.5420001e+14,X-ray_Lx_scaling,0.6788
J0505.9-2826,MCXC-I,76.49249999999999,-28.433888888888887,0.131,4.435e+13,X-ray_Lx_scaling,0.5159
J0506.0-2840,MCXC-I,76.51666666666665,-28.680555555555557,0.136,5.651e+13,X-ray_Lx_scaling,0.5583
J0506.9+0257,MCXC-I,76.72541666666666,2.9522222222222223,0.1475,1.711e+14,X-ray_Lx_scaling,0.8046
J0507.6-0238,MCXC-I,76.89999999999998,-2.64,0.1241,2.0866001e+14,X-ray_Lx_scaling,0.8665
J0507.7-0915,MCXC-I,76.94041666666665,-9.254444444444445,0.0398,7.0450005e+13,X-ray_Lx_scaling,0.6201
J0509.7-0836,MCXC-I,77.43083333333333,-8.611388888888888,0.125,5.1279997e+13,X-ray_Lx_scaling,0.5426
J0510.2-4519,MCXC-I,77.5575,-45.321111111111115,0.2,4.6483e+14,X-ray_Lx_scaling,1.1023
J0510.7-0801,MCXC-I,77.68625,-8.018333333333334,0.2195,6.0827e+14,X-ray_Lx_scaling,1.1974
J0514.6-4903,MCXC-I,78.65124999999999,-49.055,0.0912,1.6483e+14,X-ray_Lx_scaling,0.8098
J0515.3+5845,MCXC-I,78.83541666666665,58.76638888888889,0.1203,3.1584998e+14,X-ray_Lx_scaling,0.9961
J0516.3+1712,MCXC-I,79.08583333333333,17.209166666666665,0.115,4.2315e+14,X-ray_Lx_scaling,1.1001
J0516.6+0626,MCXC-I,79.15541666666665,6.437777777777778,0.0284,1.3731e+14,X-ray_Lx_scaling,0.7773
J0516.6-5430,MCXC-I,79.15833333333332,-54.51416666666667,0.2952,7.7238e+14,X-ray_Lx_scaling,1.2612
J0516.9+2925,MCXC-I,79.24333333333333,29.420555555555556,0.13,3.0614e+14,X-ray_Lx_scaling,0.9826
J0520.7-1328,MCXC-I,80.17583333333333,-13.479722222222222,0.336,6.3e+14,X-ray_Lx_scaling,1.16
J0521.1-2530,MCXC-I,80.29374999999999,-25.51,0.581,2.4556999e+14,X-ray_Lx_scaling,0.7704
J0521.4-4049,MCXC-I,80.37333333333332,-40.82472222222223,0.0756,1.4667e+14,X-ray_Lx_scaling,0.7828
J0522.2-3624,MCXC-I,80.55749999999999,-36.41361111111111,0.472,2.1027999e+14,X-ray_Lx_scaling,0.7638
J0522.7+2806,MCXC-I,80.69874999999999,28.10888888888889,0.058,1.9868e+14,X-ray_Lx_scaling,0.8711
J0524.4+0819,MCXC-I,81.11458333333333,8.328888888888889,0.068,2.0256e+14,X-ray_Lx_scaling,0.8739
J0525.5-3135,MCXC-I,81.38666666666667,-31.595555555555553,0.038,1.0913e+14,X-ray_Lx_scaling,0.7179
J0525.8-4715,MCXC-I,81.46499999999999,-47.25055555555556,0.1913,3.8004998e+14,X-ray_Lx_scaling,1.0339
J0527.2+0413,MCXC-I,81.80708333333332,4.2186111111111115,0.151,3.1041e+14,X-ray_Lx_scaling,0.9801
J0528.2-2942,MCXC-I,82.06416666666665,-29.715833333333332,0.1582,3.0392e+14,X-ray_Lx_scaling,0.9708
J0528.6-3251,MCXC-I,82.16708333333332,-32.85805555555556,0.273,1.2642e+14,X-ray_Lx_scaling,0.6956
J0528.9-3927,MCXC-I,82.23458333333332,-39.46277777777778,0.2839,7.5474e+14,X-ray_Lx_scaling,1.2568
J0529.6-5848,MCXC-I,82.40999999999998,-58.80277777777778,0.466,1.0624e+14,X-ray_Lx_scaling,0.6098
J0530.5-5851,MCXC-I,82.62958333333333,-58.859722222222224,0.338,7.0310003e+13,X-ray_Lx_scaling,0.5583
J0530.6-2226,MCXC-I,82.65999999999998,-22.448333333333334,0.1706,4.2146e+14,X-ray_Lx_scaling,1.078
J0532.3-1131,MCXC-I,83.09624999999998,-11.530555555555557,0.154,4.9028e+14,X-ray_Lx_scaling,1.1403
J0532.6-4614,MCXC-I,83.17416666666665,-46.238055555555555,0.135,8.644e+13,X-ray_Lx_scaling,0.6436
J0532.9-3701,MCXC-I,83.23124999999999,-37.02444444444444,0.2708,5.1090998e+14,X-ray_Lx_scaling,1.1088
J0533.3-3619,MCXC-I,83.32749999999999,-36.32555555555556,0.0479,7.2939995e+13,X-ray_Lx_scaling,0.6257
J0533.8-5746,MCXC-I,83.47125,-57.77916666666667,0.297,1.2658e+14,X-ray_Lx_scaling,0.6897
J0533.9-5809,MCXC-I,83.48291666666665,-58.154444444444444,0.198,5.56e+13,X-ray_Lx_scaling,0.5435
J0538.2-2037,MCXC-I,84.56791666666665,-20.623055555555556,0.0915,1.8866e+14,X-ray_Lx_scaling,0.847
J0539.0-2833,MCXC-I,84.76791666666666,-28.55138888888889,0.254,9.111e+13,X-ray_Lx_scaling,0.628
J0540.1-4050,MCXC-I,85.02625,-40.842222222222226,0.0358,1.2212e+14,X-ray_Lx_scaling,0.7459
J0540.1-4322,MCXC-I,85.04166666666667,-43.382222222222225,0.085,1.6874e+14,X-ray_Lx_scaling,0.8178
J0542.1-2607,MCXC-I,85.53875,-26.12361111111111,0.039,8.53e+13,X-ray_Lx_scaling,0.6611
J0542.8-4100,MCXC-I,85.71166666666666,-41.00138888888889,0.642,2.9995998e+14,X-ray_Lx_scaling,0.8038
J0543.4-4430,MCXC-I,85.85166666666666,-44.50527777777778,0.1637,3.2881998e+14,X-ray_Lx_scaling,0.9948
J0544.2-2555,MCXC-I,86.05541666666666,-25.92777777777778,0.26,1.035e+14,X-ray_Lx_scaling,0.6538
J0545.4-2556,MCXC-I,86.36333333333332,-25.93888888888889,0.0424,5.018e+13,X-ray_Lx_scaling,0.5533
J0545.5-4756,MCXC-I,86.37749999999998,-47.940555555555555,0.1254,2.5766e+14,X-ray_Lx_scaling,0.9292
J0547.0-3904,MCXC-I,86.75624999999998,-39.073888888888895,0.319,4.3e+14,X-ray_Lx_scaling,1.02
J0547.6-3152,MCXC-I,86.90916666666666,-31.87527777777778,0.1483,4.5029e+14,X-ray_Lx_scaling,1.1106
J0547.7-4723,MCXC-I,86.94,-47.39,0.0515,6.695e+13,X-ray_Lx_scaling,0.6074
J0548.6-2527,MCXC-I,87.16499999999999,-25.458333333333332,0.042,1.3823e+14,X-ray_Lx_scaling,0.7758
J0548.8-2154,MCXC-I,87.21,-21.911944444444444,0.0928,1.6591e+14,X-ray_Lx_scaling,0.8111
J0552.8-2103,MCXC-I,88.21833333333333,-21.056944444444444,0.0989,3.1912e+14,X-ray_Lx_scaling,1.0067
J0553.4-0558,MCXC-I,88.36249999999998,-5.9675,0.151,3.0695e+14,X-ray_Lx_scaling,0.9765
J0557.2-3727,MCXC-I,89.30499999999999,-37.46611111111111,0.0442,9.722e+13,X-ray_Lx_scaling,0.6894
J0600.8-5835,MCXC-I,90.20125,-58.58722222222222,0.0369,4.321e+13,X-ray_Lx_scaling,0.5274
J0601.7-3959,MCXC-I,90.44041666666665,-39.99277777777778,0.0468,1.9761e+14,X-ray_Lx_scaling,0.8726
J0602.0+5315,MCXC-I,90.50624999999998,53.263333333333335,0.051,1.11670005e+14,X-ray_Lx_scaling,0.7205
J0602.1+2309,MCXC-I,90.53083333333332,23.16583333333333,0.0654,2.5321e+14,X-ray_Lx_scaling,0.9422
J0603.8+2939,MCXC-I,90.95666666666665,29.66472222222222,0.03,9.853e+13,X-ray_Lx_scaling,0.6956
J0604.6+4257,MCXC-I,91.16499999999999,42.95277777777778,0.118,2.9167e+14,X-ray_Lx_scaling,0.9708
J0605.8-3518,MCXC-I,91.46999999999998,-35.300555555555555,0.1392,4.4760998e+14,X-ray_Lx_scaling,1.1118
J0607.0-4928,MCXC-I,91.75583333333331,-49.483333333333334,0.0553,8.410001e+13,X-ray_Lx_scaling,0.6546
J0610.5-4848,MCXC-I,92.63333333333333,-48.80722222222222,0.243,1.2692e+14,X-ray_Lx_scaling,0.7042
J0612.6+4836,MCXC-I,93.15333333333334,48.60194444444445,0.067,1.9016e+14,X-ray_Lx_scaling,0.856
J0616.3-2156,MCXC-I,94.08208333333332,-21.948333333333334,0.171,3.3321e+14,X-ray_Lx_scaling,0.9966
J0616.5-3948,MCXC-I,94.13083333333333,-39.80027777777777,0.152,3.4712e+14,X-ray_Lx_scaling,1.017
J0616.8-4748,MCXC-I,94.22333333333331,-47.805,0.1164,2.4118e+14,X-ray_Lx_scaling,0.9117
J0618.6+6724,MCXC-I,94.64999999999998,67.40694444444445,0.1127,1.7437e+14,X-ray_Lx_scaling,0.8193
J0621.7-5242,MCXC-I,95.43166666666666,-52.70305555555556,0.0511,9.4660005e+13,X-ray_Lx_scaling,0.6818
J0624.6-3720,MCXC-I,96.15291666666666,-37.33583333333333,0.0333,5.9899996e+13,X-ray_Lx_scaling,0.5887
J0624.7-5240,MCXC-I,96.19666666666666,-52.678888888888885,0.074,6.6289997e+13,X-ray_Lx_scaling,0.6011
J0625.2-5521,MCXC-I,96.31791666666666,-55.35166666666667,0.118,1.336e+14,X-ray_Lx_scaling,0.7483
J0626.3-5341,MCXC-I,96.59499999999998,-53.69555555555555,0.0514,2.1612e+14,X-ray_Lx_scaling,0.8978
J0627.1-3529,MCXC-I,96.78416666666665,-35.48888888888889,0.0554,1.6778001e+14,X-ray_Lx_scaling,0.824
J0627.2-5428,MCXC-I,96.80999999999999,-54.47,0.0506,2.3989e+14,X-ray_Lx_scaling,0.9298
J0628.8-4143,MCXC-I,97.2075,-41.72833333333333,0.1759,4.3533e+14,X-ray_Lx_scaling,1.0877
J0629.1+4606,MCXC-I,97.29083333333332,46.10111111111111,0.129,2.2923999e+14,X-ray_Lx_scaling,0.8926
J0631.3-5610,MCXC-I,97.83624999999999,-56.17222222222222,0.054,1.2855001e+14,X-ray_Lx_scaling,0.7544
J0631.3+2500,MCXC-I,97.83916666666666,25.016111111111112,0.081,2.685e+14,X-ray_Lx_scaling,0.956
J0632.0+2519,MCXC-I,98.00583333333331,25.327222222222222,0.075,1.5874e+14,X-ray_Lx_scaling,0.8039
J0634.5-6226,MCXC-I,98.64208333333332,-62.44611111111111,0.27,1.522e+14,X-ray_Lx_scaling,0.7408
J0635.0+2231,MCXC-I,98.76416666666665,22.525,0.068,3.8399e+14,X-ray_Lx_scaling,1.0816
J0635.4-6234,MCXC-I,98.86833333333333,-62.568333333333335,0.157,1.0108e+14,X-ray_Lx_scaling,0.6729
J0637.3-4828,MCXC-I,99.32875,-48.47833333333333,0.2026,3.8211e+14,X-ray_Lx_scaling,1.0317
J0638.1+4747,MCXC-I,99.53124999999999,47.79083333333333,0.174,4.6613998e+14,X-ray_Lx_scaling,1.1135
J0638.7-5358,MCXC-I,99.69374999999998,-53.97166666666667,0.2266,6.8771e+14,X-ray_Lx_scaling,1.2442
J0640.1-1253,MCXC-I,100.03333333333333,-12.88861111111111,0.135,5.4506997e+14,X-ray_Lx_scaling,1.1889
J0643.4+4214,MCXC-I,100.85374999999998,42.245,0.091,4.1975004e+14,X-ray_Lx_scaling,1.1059
J0645.4-5413,MCXC-I,101.37208333333332,-54.21888888888889,0.1644,5.8164004e+14,X-ray_Lx_scaling,1.2028
J0647.8+7014,MCXC-I,101.95916666666665,70.24888888888889,0.584,8.8556005e+14,X-ray_Lx_scaling,1.18
J0649.3+1801,MCXC-I,102.34499999999998,18.016666666666666,0.064,2.1684001e+14,X-ray_Lx_scaling,0.8951
J0657.0+4246,MCXC-I,104.25291666666665,42.780277777777776,0.125,1.9088e+14,X-ray_Lx_scaling,0.8409
J0658.5-5556,MCXC-I,104.62958333333333,-55.94694444444444,0.2965,1.0359901e+15,X-ray_Lx_scaling,1.3902
J0704.4+6318,MCXC-I,106.10208333333331,63.316111111111105,0.098,2.5235e+14,X-ray_Lx_scaling,0.9312
J0707.0+2706,MCXC-I,106.76083333333332,27.10638888888889,0.062,1.3771e+14,X-ray_Lx_scaling,0.7699
J0708.1+7151,MCXC-I,107.03166666666665,71.85694444444444,0.1053,1.6203999e+14,X-ray_Lx_scaling,0.8015
J0710.4+2240,MCXC-I,107.60291666666666,22.673055555555557,0.289,5.2347e+14,X-ray_Lx_scaling,1.1104
J0711.7+3219,MCXC-I,107.94833333333332,32.31888888888889,0.0672,1.9673e+14,X-ray_Lx_scaling,0.8657
J0712.0-6030,MCXC-I,108.0225,-60.501666666666665,0.0322,4.348e+13,X-ray_Lx_scaling,0.5292
J0714.3+5441,MCXC-I,108.58,54.684999999999995,0.1043,1.4594e+14,X-ray_Lx_scaling,0.7742
J0716.7+5324,MCXC-I,109.1775,53.407777777777774,0.0644,1.1043e+14,X-ray_Lx_scaling,0.7148
J0717.1-3621,MCXC-I,109.29499999999999,-36.36027777777778,0.032,1.0837999e+14,X-ray_Lx_scaling,0.7176
J0717.4-1119,MCXC-I,109.36249999999998,-11.331388888888888,0.075,3.1457e+14,X-ray_Lx_scaling,1.0098
J0717.5+3745,MCXC-I,109.38208333333333,37.75888888888889,0.546,1.29576e+15,X-ray_Lx_scaling,1.36
J0719.5+0043,MCXC-I,109.89416666666665,0.7186111111111111,0.2197,5.2729e+14,X-ray_Lx_scaling,1.1416
J0720.2+7132,MCXC-I,110.07416666666666,71.5363888888889,0.268,1.04130006e+14,X-ray_Lx_scaling,0.6532
J0720.3+2348,MCXC-I,110.07499999999997,23.815555555555555,0.168,3.1513e+14,X-ray_Lx_scaling,0.9793
J0720.8+7108,MCXC-I,110.22416666666665,71.14916666666667,0.23,9.941e+13,X-ray_Lx_scaling,0.6522
J0721.3+5547,MCXC-I,110.34249999999999,55.78638888888889,0.0381,1.681e+14,X-ray_Lx_scaling,0.8291
J0724.9+6658,MCXC-I,111.22999999999999,66.9786111111111,0.0863,1.2147e+14,X-ray_Lx_scaling,0.7326
J0726.0+4122,MCXC-I,111.50208333333332,41.382222222222225,0.112,2.0846e+14,X-ray_Lx_scaling,0.8697
J0728.9+2935,MCXC-I,112.23791666666666,29.586388888888887,0.3976,3.6493e+14,X-ray_Lx_scaling,0.9448
J0729.4+2436,MCXC-I,112.36999999999999,24.605555555555558,0.161,3.6042e+14,X-ray_Lx_scaling,1.0266
J0729.7+7915,MCXC-I,112.44208333333331,79.25361111111111,0.1058,1.2819e+14,X-ray_Lx_scaling,0.7411
J0732.3+3137,MCXC-I,113.09166666666665,31.629722222222224,0.171,5.1975003e+14,X-ray_Lx_scaling,1.1558
J0736.4+3925,MCXC-I,114.10583333333331,39.43333333333333,0.1177,3.3105e+14,X-ray_Lx_scaling,1.0128
J0737.6+5920,MCXC-I,114.42249999999999,59.34027777777778,0.0384,3.058e+13,X-ray_Lx_scaling,0.4697
J0738.1-7506,MCXC-I,114.53749999999998,-75.10666666666665,0.111,1.7889e+14,X-ray_Lx_scaling,0.8268
J0738.2+0101,MCXC-I,114.56916666666665,1.0308333333333333,0.189,3.7913002e+14,X-ray_Lx_scaling,1.0339
J0738.9+6956,MCXC-I,114.74624999999997,69.94722222222222,0.117,8.36e+13,X-ray_Lx_scaling,0.6403
J0740.9+5525,MCXC-I,115.24749999999999,55.43194444444444,0.034,1.2902e+14,X-ray_Lx_scaling,0.7601
J0741.5+2557,MCXC-I,115.37583333333332,25.962777777777777,0.1577,1.4441e+14,X-ray_Lx_scaling,0.7577
J0847.1+3449,MCXC-I,131.79708333333332,34.821111111111115,0.56,1.9683e+14,X-ray_Lx_scaling,0.7216
J0741.7+7414,MCXC-I,115.43666666666665,74.24777777777778,0.2149,4.6049e+14,X-ray_Lx_scaling,1.0931
J0742.6+0922,MCXC-I,115.66083333333333,9.36888888888889,0.062,1.33200005e+14,X-ray_Lx_scaling,0.7614
J0744.8+3927,MCXC-I,116.21916666666665,39.45722222222223,0.697,6.94e+14,X-ray_Lx_scaling,1.04
J0745.1-5404,MCXC-I,116.28999999999998,-54.07888888888889,0.074,2.2590001e+14,X-ray_Lx_scaling,0.9045
J0746.6+3100,MCXC-I,116.65541666666665,31.01361111111111,0.0579,6.754e+13,X-ray_Lx_scaling,0.608
J0747.5-1917,MCXC-I,116.88499999999999,-19.292222222222225,0.1028,7.9855e+14,X-ray_Lx_scaling,1.365
J0748.1+1832,MCXC-I,117.03958333333331,18.54638888888889,0.04,5.1990004e+13,X-ray_Lx_scaling,0.5603
J0751.3+5012,MCXC-I,117.84374999999997,50.212500000000006,0.0228,4.197e+13,X-ray_Lx_scaling,0.5245
J0751.4+1730,MCXC-I,117.84999999999998,17.513055555555557,0.1894,3.8253e+14,X-ray_Lx_scaling,1.0369
J0753.4+2921,MCXC-I,118.35083333333331,29.366111111111113,0.0621,1.4236e+14,X-ray_Lx_scaling,0.7785
J0756.9+3839,MCXC-I,119.23166666666665,38.65,0.2203,2.5432e+14,X-ray_Lx_scaling,0.8951
J0757.7-5315,MCXC-I,119.44374999999998,-53.26361111111111,0.039,1.1092e+14,X-ray_Lx_scaling,0.7216
J0757.9-2157,MCXC-I,119.49499999999999,-21.96222222222222,0.049,1.9408999e+14,X-ray_Lx_scaling,0.8668
J0758.3+2640,MCXC-I,119.58874999999999,26.679166666666667,0.2315,2.2599e+14,X-ray_Lx_scaling,0.8571
J0759.7+5400,MCXC-I,119.92833333333331,54.001666666666665,0.1032,2.0052e+14,X-ray_Lx_scaling,0.861
J0800.9+3602,MCXC-I,120.24541666666666,36.04722222222222,0.288,4.5987e+14,X-ray_Lx_scaling,1.0638
J0802.1-1926,MCXC-I,120.53999999999998,-19.433611111111112,0.14,2.2449e+14,X-ray_Lx_scaling,0.8831
J0804.3+4646,MCXC-I,121.09166666666664,46.782222222222224,0.1868,2.2205e+14,X-ray_Lx_scaling,0.8657
J0805.7+4541,MCXC-I,121.43041666666666,45.69027777777777,0.1353,1.7085e+14,X-ray_Lx_scaling,0.8076
J0809.6+2811,MCXC-I,122.4208333333333,28.199444444444445,0.399,3.3891e+14,X-ray_Lx_scaling,0.9213
J0809.9-0258,MCXC-I,122.48208333333332,-2.9822222222222226,0.27,5.682e+14,X-ray_Lx_scaling,1.1492
J0810.4+4216,MCXC-I,122.60083333333331,42.27194444444444,0.064,1.0201e+14,X-ray_Lx_scaling,0.6962
J0811.0+1644,MCXC-I,122.76,16.735,0.0925,1.0142e+14,X-ray_Lx_scaling,0.6885
J0811.1+7002,MCXC-I,122.78333333333333,70.03944444444444,0.223,4.8364e+14,X-ray_Lx_scaling,1.1079
J0812.5-5714,MCXC-I,123.12624999999998,-57.235,0.062,2.9629e+14,X-ray_Lx_scaling,0.994
J0815.4-0308,MCXC-I,123.86916666666664,-3.1419444444444444,0.198,3.3605002e+14,X-ray_Lx_scaling,0.99
J0815.9+6253,MCXC-I,123.99916666666664,62.88583333333333,0.312,1.6401e+14,X-ray_Lx_scaling,0.7477
J0816.5+7424,MCXC-I,124.12833333333332,74.4038888888889,0.282,1.5643999e+14,X-ray_Lx_scaling,0.7443
J0817.4-0730,MCXC-I,124.35208333333331,-7.512777777777778,0.0704,3.8772e+14,X-ray_Lx_scaling,1.0843
J0818.2+0122,MCXC-I,124.55708333333332,1.3675,0.0879,1.7924e+14,X-ray_Lx_scaling,0.8336
J0818.9+5654,MCXC-I,124.74083333333333,56.909444444444446,0.26,8.135e+13,X-ray_Lx_scaling,0.6034
J0819.3+7054,MCXC-I,124.84416666666664,70.91333333333334,0.226,6.868e+13,X-ray_Lx_scaling,0.5774
J0819.6+6336,MCXC-I,124.91291666666666,63.61,0.119,2.3468002e+14,X-ray_Lx_scaling,0.9026
J0819.9+5634,MCXC-I,124.97791666666666,56.5775,0.26,1.5505e+14,X-ray_Lx_scaling,0.7481
J0820.4+5645,MCXC-I,125.11083333333332,56.7575,0.0429,1.534e+13,X-ray_Lx_scaling,0.3727
J0820.9-5704,MCXC-I,125.24833333333333,-57.07972222222222,0.061,1.6896e+14,X-ray_Lx_scaling,0.8245
J0821.0+0751,MCXC-I,125.2575,7.866111111111111,0.11,2.0211e+14,X-ray_Lx_scaling,0.8614
J0821.8+0112,MCXC-I,125.46541666666664,1.2116666666666667,0.0822,1.4788e+14,X-ray_Lx_scaling,0.7833
J0822.1+4705,MCXC-I,125.54041666666664,47.1,0.1303,3.6508e+14,X-ray_Lx_scaling,1.0419
J0823.1+0421,MCXC-I,125.79791666666665,4.356111111111111,0.0293,7.315e+13,X-ray_Lx_scaling,0.63
J0824.1+0327,MCXC-I,126.04499999999999,3.4625000000000004,0.347,1.06930006e+14,X-ray_Lx_scaling,0.6398
J0825.5+4707,MCXC-I,126.37624999999998,47.13,0.1267,3.4839e+14,X-ray_Lx_scaling,1.027
J0825.7+8218,MCXC-I,126.43583333333332,82.31,0.2,3.0141e+14,X-ray_Lx_scaling,0.9541
J0825.9+0415,MCXC-I,126.4970833333333,4.263055555555556,0.2248,4.1177002e+14,X-ray_Lx_scaling,1.0493
J0826.1+2625,MCXC-I,126.52666666666664,26.429722222222225,0.351,1.1817e+14,X-ray_Lx_scaling,0.6605
J0826.4-2721,MCXC-I,126.61541666666666,-27.355,0.041,1.3115e+14,X-ray_Lx_scaling,0.7625
J0826.4+3125,MCXC-I,126.62374999999999,31.420833333333334,0.209,6.7199998e+13,X-ray_Lx_scaling,0.5767
J0826.7-2007,MCXC-I,126.69249999999998,-20.13277777777778,0.0876,1.8724999e+14,X-ray_Lx_scaling,0.846
J0828.0+4445,MCXC-I,127.01916666666666,44.763888888888886,0.145,3.2709e+14,X-ray_Lx_scaling,0.9994
J0828.6+3025,MCXC-I,127.16208333333331,30.428055555555556,0.0503,1.1524e+14,X-ray_Lx_scaling,0.7283
J0830.9+6551,MCXC-I,127.74291666666664,65.85027777777778,0.1818,6.8668e+14,X-ray_Lx_scaling,1.2635
J0837.4+1458,MCXC-I,129.35583333333332,14.983055555555556,0.2793,1.0057201e+15,X-ray_Lx_scaling,1.3853
J0838.1+2506,MCXC-I,129.54291666666663,25.100555555555555,0.0286,3.297e+13,X-ray_Lx_scaling,0.4831
J0838.5+1948,MCXC-I,129.62999999999997,19.804722222222225,0.123,9.029e+13,X-ray_Lx_scaling,0.6556
J0840.5+0543,MCXC-I,130.12999999999997,5.733333333333333,0.2651,3.4433998e+14,X-ray_Lx_scaling,0.9742
J0841.1+6422,MCXC-I,130.28083333333333,64.37805555555555,0.343,2.0097001e+14,X-ray_Lx_scaling,0.7908
J0841.7+7046,MCXC-I,130.4308333333333,70.78138888888888,0.235,6.667e+13,X-ray_Lx_scaling,0.5698
J0841.9-1729,MCXC-I,130.47791666666666,-17.484722222222224,0.1687,4.2779002e+14,X-ray_Lx_scaling,1.0841
J0842.8+5023,MCXC-I,130.71999999999997,50.38777777777778,0.423,1.038e+14,X-ray_Lx_scaling,0.6153
J0842.9+3621,MCXC-I,130.73624999999998,36.362500000000004,0.282,7.5349e+14,X-ray_Lx_scaling,1.257
J0842.9+2928,MCXC-I,130.7470833333333,29.47611111111111,0.194,3.9890002e+14,X-ray_Lx_scaling,1.0498
J0844.9+4258,MCXC-I,131.23624999999998,42.98166666666667,0.0541,4.696e+13,X-ray_Lx_scaling,0.5393
J0847.7+7741,MCXC-I,131.94125,77.69194444444445,0.26,3.7899e+14,X-ray_Lx_scaling,1.0078
J0848.7+4456,MCXC-I,132.19833333333332,44.939166666666665,0.574,9.58e+13,X-ray_Lx_scaling,0.5645
